loc,can,lado,local_date,local_hour
scorpion,cancha1,ladoa,2025-09-15,13
scorpion,cancha1,ladob,2025-09-15,13
scorpion,cancha2,ladoa,2025-09-15,20
scorpion,cancha2,ladob,2025-09-15,20
scorpion,cancha2,ladob,2025-09-15,20
scorpion,cancha2,ladoa,2025-09-15,20
scorpion,cancha1,ladoa,2025-09-15,20
scorpion,cancha1,ladob,2025-09-15,20
scorpion,cancha2,ladob,2025-09-15,21
scorpion,cancha2,ladoa,2025-09-15,21
scorpion,cancha2,ladob,2025-09-15,21
scorpion,cancha2,ladoa,2025-09-15,21
scorpion,cancha1,ladoa,2025-09-15,21
scorpion,cancha1,ladob,2025-09-15,21
scorpion,cancha1,ladob,2025-09-15,21
scorpion,cancha1,ladoa,2025-09-15,21
scorpion,cancha1,ladoa,2025-09-15,21
scorpion,cancha1,ladob,2025-09-15,21
scorpion,cancha1,ladoa,2025-09-15,21
scorpion,cancha1,ladob,2025-09-15,21
scorpion,cancha1,ladoa,2025-09-15,21
scorpion,cancha1,ladob,2025-09-15,21
scorpion,cancha1,ladoa,2025-09-15,22
scorpion,cancha2,ladob,2025-09-15,22
scorpion,cancha1,ladoa,2025-09-15,22
scorpion,cancha2,ladob,2025-09-15,22
scorpion,cancha2,ladoa,2025-09-15,22
scorpion,cancha2,ladoa,2025-09-15,22
scorpion,cancha2,ladoa,2025-09-15,22
scorpion,cancha2,ladob,2025-09-15,22
scorpion,cancha2,ladob,2025-09-15,22
scorpion,cancha2,ladoa,2025-09-15,22
scorpion,cancha2,ladob,2025-09-15,22
scorpion,cancha2,ladoa,2025-09-15,22
scorpion,cancha1,ladob,2025-09-15,22
scorpion,cancha1,ladoa,2025-09-15,22
scorpion,cancha1,ladob,2025-09-15,22
scorpion,cancha1,ladob,2025-09-15,23
scorpion,cancha2,ladoa,2025-09-17,20
scorpion,cancha2,ladob,2025-09-17,20
scorpion,cancha1,ladob,2025-09-18,10
scorpion,cancha1,ladoa,2025-09-18,10
scorpion,cancha1,ladob,2025-09-18,10
scorpion,cancha1,ladoa,2025-09-18,10
scorpion,cancha1,ladoa,2025-09-18,11
scorpion,cancha1,ladob,2025-09-18,11
scorpion,cancha1,ladob,2025-09-18,11
scorpion,cancha1,ladoa,2025-09-18,11
scorpion,cancha1,ladoa,2025-09-18,19
scorpion,cancha1,ladob,2025-09-18,19
scorpion,cancha1,ladoa,2025-09-18,19
scorpion,cancha1,ladob,2025-09-18,19
scorpion,cancha1,ladoa,2025-09-18,19
scorpion,cancha1,ladob,2025-09-18,19
scorpion,cancha1,ladoa,2025-09-18,19
scorpion,cancha1,ladob,2025-09-18,19
scorpion,cancha1,ladoa,2025-09-18,19
scorpion,cancha1,ladob,2025-09-18,20
scorpion,cancha1,ladob,2025-09-18,20
scorpion,cancha1,ladoa,2025-09-18,20
scorpion,cancha1,ladoa,2025-09-18,20
scorpion,cancha1,ladob,2025-09-18,20
scorpion,cancha1,ladob,2025-09-18,20
scorpion,cancha1,ladoa,2025-09-18,20
scorpion,cancha1,ladoa,2025-09-18,20
scorpion,cancha1,ladoa,2025-09-18,20
scorpion,cancha1,ladob,2025-09-18,20
scorpion,cancha1,ladob,2025-09-18,21
scorpion,cancha1,ladob,2025-09-18,21
scorpion,cancha1,ladoa,2025-09-18,21
scorpion,cancha1,ladoa,2025-09-18,21
scorpion,cancha1,ladob,2025-09-18,21
scorpion,cancha1,ladoa,2025-09-18,21
scorpion,cancha1,ladob,2025-09-18,21
scorpion,cancha1,ladoa,2025-09-19,15
scorpion,cancha1,ladob,2025-09-19,15
puntazo,canchax,ladox,2025-09-20,12
scorpion,cancha1,ladob,2025-09-19,15
scorpion,cancha1,ladoa,2025-09-19,15
scorpion,cancha1,ladoa,2025-09-21,11
scorpion,cancha1,ladoa,2025-09-21,11
scorpion,cancha1,ladoa,2025-09-21,11
interpadel,cancha3,ladoa,2025-09-21,11
interpadel,cancha4,ladoa,2025-09-21,12
scorpion,cancha1,ladoa,2025-09-22,15
scorpion,cancha1,ladob,2025-09-22,15
scorpion,cancha1,ladoa,2025-09-22,16
scorpion,cancha1,ladob,2025-09-22,16
scorpion,cancha1,ladoa,2025-09-22,19
scorpion,cancha1,ladob,2025-09-22,20
scorpion,cancha1,ladob,2025-09-22,20
scorpion,cancha1,ladoa,2025-09-22,21
scorpion,cancha1,ladoa,2025-09-22,21
scorpion,cancha1,ladob,2025-09-22,21
scorpion,cancha1,ladob,2025-09-22,21
scorpion,cancha1,ladob,2025-09-22,21
scorpion,cancha1,ladoa,2025-09-22,21
scorpion,cancha2,ladob,2025-09-23,08
scorpion,cancha2,ladob,2025-09-23,08
scorpion,cancha2,ladob,2025-09-23,08
scorpion,cancha2,ladoa,2025-09-23,08
scorpion,cancha2,ladoa,2025-09-23,08
scorpion,cancha2,ladob,2025-09-23,08
scorpion,cancha2,ladoa,2025-09-23,09
scorpion,cancha2,ladoa,2025-09-23,09
interpadel,cancha4,ladoa,2025-09-23,10
interpadel,cancha4,ladoa,2025-09-23,23
interpadel,cancha4,ladoa,2025-09-23,23
interpadel,cancha4,ladoa,2025-09-24,00
interpadel,cancha4,ladoa,2025-09-24,00
scorpion,cancha1,ladoa,2025-09-24,08
scorpion,cancha1,ladoa,2025-09-24,08
scorpion,cancha1,ladoa,2025-09-24,08
scorpion,cancha1,ladoa,2025-09-24,08
scorpion,cancha1,ladob,2025-09-24,08
scorpion,cancha1,ladoa,2025-09-24,09
scorpion,cancha1,ladob,2025-09-24,09
scorpion,cancha1,ladoa,2025-09-24,09
scorpion,cancha1,ladob,2025-09-24,09
scorpion,cancha2,ladob,2025-09-24,10
scorpion,cancha2,ladoa,2025-09-24,10
scorpion,cancha2,ladob,2025-09-24,20
scorpion,cancha2,ladob,2025-09-24,20
scorpion,cancha2,ladoa,2025-09-24,20
scorpion,cancha2,ladob,2025-09-24,20
scorpion,cancha2,ladoa,2025-09-24,20
scorpion,cancha2,ladoa,2025-09-24,20
scorpion,cancha2,ladob,2025-09-24,20
scorpion,cancha2,ladoa,2025-09-24,20
scorpion,cancha1,ladoa,2025-09-24,20
scorpion,cancha1,ladob,2025-09-24,20
scorpion,cancha2,ladoa,2025-09-24,21
scorpion,cancha2,ladob,2025-09-24,21
scorpion,cancha1,ladoa,2025-09-24,22
scorpion,cancha1,ladob,2025-09-24,22
scorpion,cancha1,ladoa,2025-09-25,19
scorpion,cancha1,ladob,2025-09-25,19
scorpion,cancha1,ladoa,2025-09-25,21
scorpion,cancha1,ladob,2025-09-25,21
scorpion,cancha1,ladoa,2025-09-25,21
scorpion,cancha1,ladoa,2025-09-25,22
scorpion,cancha1,ladob,2025-09-25,22
scorpion,cancha1,ladob,2025-09-25,22
scorpion,cancha1,ladoa,2025-09-25,23
scorpion,cancha1,ladob,2025-09-25,23
scorpion,cancha1,ladoa,2025-09-25,23
scorpion,cancha1,ladob,2025-09-25,23
scorpion,cancha1,ladoa,2025-09-26,10
scorpion,cancha1,ladob,2025-09-26,10
interpadel,cancha4,ladoa,2025-09-27,09
interpadel,cancha4,ladoa,2025-09-27,09
interpadel,cancha4,ladoa,2025-09-27,09
scorpion,cancha2,ladob,2025-09-27,09
scorpion,cancha2,ladoa,2025-09-27,09
scorpion,cancha2,ladob,2025-09-27,09
scorpion,cancha2,ladoa,2025-09-27,09
scorpion,cancha2,ladob,2025-09-27,09
scorpion,cancha2,ladoa,2025-09-27,09
scorpion,cancha2,ladob,2025-09-27,09
scorpion,cancha2,ladoa,2025-09-27,09
scorpion,cancha2,ladob,2025-09-27,10
scorpion,cancha2,ladoa,2025-09-27,10
scorpion,cancha1,ladoa,2025-09-27,12
scorpion,cancha1,ladob,2025-09-27,12
scorpion,cancha1,ladob,2025-09-27,12
scorpion,cancha1,ladoa,2025-09-27,12
scorpion,cancha1,ladoa,2025-09-27,12
scorpion,cancha1,ladob,2025-09-27,12
scorpion,cancha1,ladoa,2025-09-27,12
scorpion,cancha1,ladoa,2025-09-27,12
scorpion,cancha1,ladob,2025-09-27,12
scorpion,cancha1,ladob,2025-09-27,12
scorpion,cancha1,ladoa,2025-09-27,12
scorpion,cancha1,ladob,2025-09-27,12
scorpion,cancha1,ladoa,2025-09-27,13
scorpion,cancha1,ladob,2025-09-27,13
scorpion,cancha1,ladoa,2025-09-27,13
scorpion,cancha1,ladoa,2025-09-27,13
scorpion,cancha1,ladob,2025-09-27,13
scorpion,cancha1,ladoa,2025-09-27,13
scorpion,cancha1,ladob,2025-09-27,13
scorpion,cancha1,ladob,2025-09-27,13
scorpion,cancha1,ladoa,2025-09-27,13
scorpion,cancha2,ladob,2025-09-29,18
scorpion,cancha2,ladob,2025-09-29,18
scorpion,cancha2,ladoa,2025-09-29,18
scorpion,cancha2,ladoa,2025-09-29,18
scorpion,cancha2,ladob,2025-09-29,18
scorpion,cancha2,ladob,2025-09-29,19
scorpion,cancha2,ladoa,2025-09-29,19
scorpion,cancha2,ladoa,2025-09-29,19
scorpion,cancha2,ladob,2025-09-29,19
scorpion,cancha2,ladob,2025-09-29,19
scorpion,cancha2,ladob,2025-09-29,19
scorpion,cancha2,ladob,2025-09-29,19
scorpion,cancha2,ladob,2025-09-29,19
scorpion,cancha2,ladoa,2025-09-29,19
scorpion,cancha2,ladoa,2025-09-29,19
scorpion,cancha2,ladoa,2025-09-29,19
scorpion,cancha2,ladoa,2025-09-29,19
scorpion,cancha2,ladoa,2025-09-29,19
scorpion,cancha2,ladob,2025-09-29,20
scorpion,cancha2,ladoa,2025-09-29,20
scorpion,cancha1,ladoa,2025-09-29,21
scorpion,cancha1,ladob,2025-09-29,21
scorpion,cancha2,ladob,2025-09-29,22
scorpion,cancha2,ladoa,2025-09-29,22
interpadel,cancha4,ladoa,2025-09-30,11
interpadel,cancha4,ladoa,2025-09-30,16
scorpion,cancha1,ladoa,2025-09-30,17
scorpion,cancha1,ladoa,2025-09-30,17
scorpion,cancha1,ladoa,2025-09-30,17
scorpion,cancha1,ladoa,2025-09-30,17
scorpion,cancha1,ladoa,2025-09-30,17
scorpion,cancha1,ladoa,2025-09-30,17
scorpion,cancha1,ladob,2025-09-30,17
scorpion,cancha1,ladob,2025-09-30,17
scorpion,cancha1,ladoa,2025-09-30,17
scorpion,cancha1,ladob,2025-09-30,18
scorpion,cancha1,ladob,2025-09-30,18
scorpion,cancha1,ladob,2025-09-30,18
scorpion,cancha1,ladob,2025-09-30,18
scorpion,cancha2,ladob,2025-09-30,18
scorpion,cancha2,ladoa,2025-09-30,18
scorpion,cancha1,ladob,2025-09-30,18
scorpion,cancha1,ladoa,2025-09-30,18
scorpion,cancha1,ladob,2025-09-30,18
scorpion,cancha1,ladoa,2025-09-30,18
scorpion,cancha1,ladob,2025-09-30,18
scorpion,cancha1,ladoa,2025-09-30,18
scorpion,cancha1,ladob,2025-09-30,19
scorpion,cancha1,ladoa,2025-09-30,19
scorpion,cancha1,ladoa,2025-09-30,19
scorpion,cancha1,ladoa,2025-09-30,19
scorpion,cancha1,ladoa,2025-09-30,19
scorpion,cancha1,ladob,2025-09-30,19
scorpion,cancha1,ladob,2025-09-30,19
scorpion,cancha1,ladob,2025-09-30,19
scorpion,cancha2,ladob,2025-09-30,20
scorpion,cancha2,ladoa,2025-09-30,20
scorpion,cancha1,ladoa,2025-10-01,11
scorpion,cancha1,ladob,2025-10-01,11
scorpion,cancha1,ladoa,2025-10-06,17
scorpion,cancha1,ladob,2025-10-06,18
scorpion,cancha1,ladoa,2025-10-06,18
scorpion,cancha1,ladob,2025-10-06,19
scorpion,cancha1,ladoa,2025-10-06,20
scorpion,cancha1,ladob,2025-10-06,20
scorpion,cancha2,ladob,2025-10-06,21
scorpion,cancha2,ladob,2025-10-06,21
scorpion,cancha2,ladob,2025-10-06,21
scorpion,cancha2,ladoa,2025-10-06,21
scorpion,cancha2,ladob,2025-10-06,21
scorpion,cancha2,ladob,2025-10-06,21
scorpion,cancha2,ladob,2025-10-06,21
scorpion,cancha2,ladoa,2025-10-06,21
scorpion,cancha1,ladob,2025-10-06,21
scorpion,cancha1,ladoa,2025-10-06,21
scorpion,cancha2,ladob,2025-10-06,21
scorpion,cancha1,ladoa,2025-10-06,21
scorpion,cancha1,ladob,2025-10-06,21
scorpion,cancha2,ladoa,2025-10-06,21
scorpion,cancha1,ladoa,2025-10-06,21
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha2,ladob,2025-10-06,22
scorpion,cancha2,ladob,2025-10-06,22
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha2,ladob,2025-10-06,22
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha2,ladob,2025-10-06,22
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha2,ladob,2025-10-06,22
scorpion,cancha2,ladob,2025-10-06,22
scorpion,cancha2,ladob,2025-10-06,22
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha2,ladob,2025-10-06,22
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha1,ladob,2025-10-06,22
scorpion,cancha2,ladoa,2025-10-06,22
scorpion,cancha1,ladoa,2025-10-06,23
scorpion,cancha1,ladob,2025-10-06,23
scorpion,cancha2,ladob,2025-10-06,23
scorpion,cancha2,ladoa,2025-10-06,23
scorpion,cancha2,ladob,2025-10-06,23
scorpion,cancha2,ladoa,2025-10-06,23
scorpion,cancha2,ladob,2025-10-06,23
scorpion,cancha2,ladoa,2025-10-06,23
scorpion,cancha2,ladoa,2025-10-06,23
scorpion,cancha2,ladoa,2025-10-06,23
scorpion,cancha2,ladob,2025-10-07,18
scorpion,cancha2,ladob,2025-10-07,18
scorpion,cancha2,ladoa,2025-10-07,18
scorpion,cancha2,ladoa,2025-10-07,18
scorpion,cancha1,ladoa,2025-10-07,23
scorpion,cancha1,ladoa,2025-10-07,23
scorpion,cancha1,ladoa,2025-10-07,23
scorpion,cancha2,ladob,2025-10-08,11
scorpion,cancha2,ladoa,2025-10-08,11
scorpion,cancha2,ladob,2025-10-08,11
scorpion,cancha2,ladob,2025-10-08,11
scorpion,cancha2,ladoa,2025-10-08,11
scorpion,cancha2,ladob,2025-10-08,11
scorpion,cancha2,ladob,2025-10-08,11
scorpion,cancha2,ladoa,2025-10-08,11
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladoa,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladoa,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladoa,2025-10-08,12
scorpion,cancha2,ladoa,2025-10-08,12
scorpion,cancha2,ladoa,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,12
scorpion,cancha2,ladob,2025-10-08,13
scorpion,cancha2,ladob,2025-10-08,13
scorpion,cancha2,ladob,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladob,2025-10-08,13
scorpion,cancha2,ladob,2025-10-08,13
scorpion,cancha2,ladob,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladob,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,13
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladob,2025-10-08,14
scorpion,cancha2,ladob,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladob,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladob,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladob,2025-10-08,14
scorpion,cancha2,ladoa,2025-10-08,14
scorpion,cancha2,ladob,2025-10-08,14
scorpion,cancha2,ladob,2025-10-08,15
scorpion,cancha2,ladoa,2025-10-08,15
scorpion,cancha2,ladob,2025-10-08,15
scorpion,cancha2,ladoa,2025-10-08,15
scorpion,cancha2,ladoa,2025-10-08,15
scorpion,cancha2,ladoa,2025-10-08,15
scorpion,cancha2,ladob,2025-10-08,19
scorpion,cancha2,ladoa,2025-10-08,20
scorpion,cancha2,ladob,2025-10-08,20
scorpion,cancha2,ladoa,2025-10-08,20
scorpion,cancha1,ladoa,2025-10-08,20
scorpion,cancha1,ladoa,2025-10-08,20
scorpion,cancha1,ladoa,2025-10-08,20
scorpion,cancha1,ladoa,2025-10-08,21
scorpion,cancha1,ladoa,2025-10-08,21
scorpion,cancha1,ladob,2025-10-08,21
scorpion,cancha1,ladoa,2025-10-08,21
scorpion,cancha1,ladob,2025-10-08,21
scorpion,cancha1,ladob,2025-10-08,21
scorpion,cancha1,ladoa,2025-10-08,21
scorpion,cancha1,ladob,2025-10-08,21
scorpion,cancha1,ladob,2025-10-08,21
scorpion,cancha1,ladob,2025-10-08,21
scorpion,cancha1,ladob,2025-10-08,21
scorpion,cancha2,ladob,2025-10-08,22
scorpion,cancha2,ladoa,2025-10-08,22
scorpion,cancha2,ladob,2025-10-08,23
scorpion,cancha2,ladoa,2025-10-08,23
scorpion,cancha1,ladoa,2025-10-10,09
scorpion,cancha2,ladob,2025-10-10,09
scorpion,cancha2,ladoa,2025-10-10,10
scorpion,cancha2,ladob,2025-10-10,10
scorpion,cancha2,ladoa,2025-10-10,10
scorpion,cancha2,ladob,2025-10-10,11
scorpion,cancha2,ladoa,2025-10-10,11
scorpion,cancha1,ladoa,2025-10-11,08
scorpion,cancha1,ladob,2025-10-11,08
scorpion,cancha1,ladoa,2025-10-11,09
scorpion,cancha1,ladob,2025-10-11,09
scorpion,cancha1,ladoa,2025-10-11,09
scorpion,cancha1,ladoa,2025-10-11,10
scorpion,cancha1,ladob,2025-10-11,10
scorpion,cancha1,ladob,2025-10-11,10
scorpion,cancha1,ladoa,2025-10-11,10
scorpion,cancha1,ladob,2025-10-11,10
scorpion,cancha1,ladoa,2025-10-11,10
scorpion,cancha1,ladob,2025-10-11,10
scorpion,cancha1,ladoa,2025-10-11,10
scorpion,cancha1,ladoa,2025-10-11,10
scorpion,cancha1,ladob,2025-10-11,11
scorpion,cancha1,ladoa,2025-10-11,11
scorpion,cancha1,ladob,2025-10-11,11
scorpion,cancha1,ladob,2025-10-11,11
scorpion,cancha1,ladoa,2025-10-11,11
scorpion,cancha1,ladob,2025-10-11,11
scorpion,cancha1,ladoa,2025-10-11,11
scorpion,cancha1,ladob,2025-10-11,11
scorpion,cancha1,ladoa,2025-10-11,11
scorpion,cancha1,ladob,2025-10-11,11
scorpion,cancha1,ladoa,2025-10-11,12
scorpion,cancha1,ladob,2025-10-11,12
scorpion,cancha1,ladoa,2025-10-11,13
scorpion,cancha1,ladob,2025-10-11,13
scorpion,cancha1,ladob,2025-10-11,13
scorpion,cancha1,ladoa,2025-10-11,13
scorpion,cancha1,ladoa,2025-10-11,14
scorpion,cancha1,ladob,2025-10-11,14
scorpion,cancha1,ladob,2025-10-11,16
scorpion,cancha1,ladoa,2025-10-11,16
scorpion,cancha1,ladoa,2025-10-11,16
scorpion,cancha1,ladob,2025-10-11,16
scorpion,cancha2,ladoa,2025-10-11,16
scorpion,cancha2,ladob,2025-10-11,16
scorpion,cancha1,ladob,2025-10-13,16
scorpion,cancha1,ladoa,2025-10-13,18
scorpion,cancha1,ladob,2025-10-13,18
